Student_ID,AKM 204,ALM 101,ALM 102,ALM 201,ATA 101,ATA 102,ATA 301,BEB 104,BIL 100,BIL 101,BIL 103,BIL 104,BIL 105,BIL 106,BIL 113,BIO 492,BLG 101,BLG 102,BLG 111,BLG 112,BLG 113,BLG 202,BLG 211,BLG 212,BLG 221,BLG 222,BLG 223,BLG 231,BLG 232,BLG 233,BLG 242,BLG 252,BLG 262,BLG 311,BLG 312,BLG 317,BLG 322,BLG 331,BLG 332,BLG 335,BLG 336,BLG 337,BLG 342,BLG 346,BLG 351,BLG 354,BLG 361,BLG 368,BLG 372,BLG 374,BLG 381,BLG 411,BLG 412,BLG 413,BLG 430,BLG 433,BLG 434,BLG 435,BLG 436,BLG 437,BLG 438,BLG 439,BLG 440,BLG 441,BLG 442,BLG 443,BLG 444,BLG 447,BLG 448,BLG 449,BLG 450,BLG 452,BLG 453,BLG 454,BLG 456,BLG 458,BLG 459,BLG 460,BLG 463,BLG 468,BLG 475,BLG 477,BLG 478,BLG 4901,BLG 4902,BLG 492,BLG 520,CAB 492,CEV 492,CHZ 492,DAN 101,DAN 301,DEN 492,DNK 201,ECN 101,ECN 102,ECN 104,ECN 201,ECN 202,ECN 203,ECN 205,ECN 207,ECN 208,ECN 210,ECN 212,ECN 301,ECN 302,ECN 303,ECN 305,ECN 307,ECN 308,ECN 309,ECN 311,ECN 312,ECN 314,ECN 401,ECN 402,ECN 407,ECN 410,ECN 412,ECN 413,ECN 414,ECN 415,ECN 420,ECN 432,ECN 4902,EEF 211,EHB 101,EHB 110,EHB 111,EHB 205,EHB 206,EHB 208,EHB 211,EHB 212,EHB 221,EHB 222,EHB 231,EHB 232,EHB 235,EHB 252,EHB 262,EHB 311,EHB 312,EHB 313,EHB 315,EHB 322,EHB 324,EHB 326,EHB 328,EHB 332,EHB 334,EHB 335,EHB 351,EHB 352,EHB 362,EHB 372,EHB 408,EHB 412,EHB 413,EHB 415,EHB 417,EHB 418,EHB 419,EHB 420,EHB 422,EHB 424,EHB 425,EHB 426,EHB 428,EHB 429,EHB 431,EHB 432,EHB 433,EHB 436,EHB 437,EHB 438,EHB 440,EHB 442,EHB 451,EHB 453,EHB 454,EHB 456,EHB 463,EHB 464,EHB 465,EHB 468,EHB 473,EHB 474,EHB 481,EHB 4901,EHB 4902,EHB 492,EKO 201,ELE 111,ELE 211,ELE 221,ELE 222,ELE 231,ELE 232,ELE 242,ELE 262,ELE 311,ELE 312,ELE 321,ELE 322,ELE 331,ELE 332,ELE 335,ELE 341,ELE 342,ELE 412,ELE 413,ELE 414,ELE 415,ELE 416,ELE 417,ELE 419,ELE 420,ELE 421,ELE 422,ELE 424,ELE 425,ELE 426,ELE 428,ELE 430,ELE 431,ELE 432,ELE 433,ELE 435,ELE 436,ELE 437,ELE 438,ELE 443,ELE 445,ELE 492,ELE 512,ELE 523,ELE 525,ELH 222,ELH 232,ELH 492,ELK 111,ELK 211,ELK 214,ELK 221,ELK 224,ELK 226,ELK 234,ELK 311,ELK 312,ELK 313,ELK 322,ELK 331,ELK 336,ELK 342,ELK 343,ELK 356,ELK 361,ELK 371,ELK 411,ELK 415,ELK 418,ELK 420,ELK 421,ELK 431,ELK 453,ELK 455,ELK 458,ELK 471,ELK 472,ELK 488,ELK 492,ELK 496,END 111,END 112,END 122,END 211,END 213,END 222,END 232,END 242,END 252,END 305,END 308,END 311,END 312,END 317,END 321,END 322,END 331,END 332,END 337,END 341,END 342,END 355,END 374,END 411,END 421,END 422,END 424,END 431,END 432,END 434,END 441,END 443,END 445,END 454,END 492,ETK 101,FIZ 101,FIZ 101EL,FIZ 101L,FIZ 102,FIZ 102EL,FIZ 102L,FIZ 106,FIZ 106EL,FIZ 106L,FIZ 201,FIZ 492,FRA 101,FRA 102,FRA 201,FRA 302,GED 101,GED 103,GED 301,GED 302,GEM 492,GID 112,GID 492,GMI 492,GUV 391,GUV 492,HUK 201,HUK 203,HUK 211,HUK 212,HUK 213,HUK 214,HUK 217,IML 111,IML 312,IML 320,IML 322,IML 326,IML 337,IML 338,IML 401,IML 402,IML 405,IML 438,IML 492,ING 101,ING 101R,ING 101S,ING 102,ING 103A,ING 103AD,ING 103B,ING 103C,ING 103F,ING 103G,ING 103I,ING 103N,ING 103O,ING 112,ING 201,INS 106,INS 201,INS 228,INS 252,INS 317,INS 323,INS 331,INS 332,INS 336,INS 338,INS 341,INS 342,INS 344,INS 351,INS 352,INS 360,INS 407,INS 409,INS 425,INS 430,INS 433,INS 441,INS 454,INS 462,INS 464,INS 492,ISE 100,ISE 101,ISE 102,ISE 103,ISE 301,ISE 302,ISE 303,ISE 304,ISE 305,ISE 306,ISE 307,ISE 308,ISE 309,ISE 312,ISE 313,ISE 315,ISE 316,ISE 333,ISH 202,ISH 303,ISL 111,ISL 114,ISL 213,ISL 214,ISL 223,ISL 224,ISL 232,ISL 233,ISL 234,ISL 244,ISL 323,ISL 333,ISL 343,ISL 344,ISL 353,ISL 360,ISL 363,ISL 364,ISL 374,ISL 384,ISL 432,ISL 433,ISL 435,ISL 439,ISL 443,ISL 453,ISL 478,ISL 4901,ISL 4902,ISL 492,ISP 101,ISP 102,ISP 201,ISP 202,ISP 301,ITB 020,ITB 037,ITB 078,ITB 087,ITB 094,ITB 171,ITB 201,ITB 202,ITB 203,ITB 204,ITB 205,ITB 206,ITB 207,ITB 208,ITB 209,ITB 211,ITB 212,ITB 213,ITB 216,ITB 217,ITB 218,ITB 219,ITB 222,ITB 224,ITB 227,ITB 233,ITB 74C,JDF 492,JEF 111,JEF 492,JEO 492,JPN 101,JPN 102,JPN 201,KIM 101,KIM 101EL,KIM 101L,KIM 104,KIM 104L,KIM 202,KIM 204,KIM 492,KMM 112,KMM 492,KMP 492,KOM 505,KOM 507,KON 101,KON 110,KON 111,KON 201,KON 214,KON 216,KON 218,KON 224,KON 305,KON 306,KON 309,KON 313,KON 314,KON 315,KON 316,KON 317,KON 318,KON 322,KON 324,KON 326,KON 405,KON 407,KON 409,KON 411,KON 412,KON 413,KON 415,KON 417,KON 419,KON 421,KON 422,KON 423,KON 424,KON 425,KON 426,KON 428,KON 435,KON 436,KON 4901,KON 4902,KON 492,MAD 492,MAK 200,MAK 214,MAK 218,MAK 312,MAK 315,MAK 333,MAK 372,MAK 4018,MAK 4032,MAK 4034,MAK 4068,MAK 492,MAL 201,MAT 101,MAT 102,MAT 103,MAT 104,MAT 111,MAT 112,MAT 121,MAT 122,MAT 141,MAT 142,MAT 175,MAT 201,MAT 202,MAT 205,MAT 210,MAT 211,MAT 212,MAT 213,MAT 214,MAT 221,MAT 232,MAT 242,MAT 261,MAT 271,MAT 281,MAT 301,MAT 322,MAT 331,MAT 332,MAT 335,MAT 337,MAT 339,MAT 341,MAT 342,MAT 355,MAT 413,MAT 418,MAT 423,MAT 448,MAT 458,MAT 485,MAT 492,MAT 497,MEK 205,MEK 207,MEN 402,MIM 112,MRE 492,MRT 492,MTH 101,MTH 102,MTH 111,MTH 112,MTH 301,MTH 401,MTO 492,MUH 211,MUH 212,MUH 311,MUH 312,MUH 321,MUH 334,MUH 433,MUH 453,MUK 201,MUK 202,MUK 205,MUT 492,MUZ 492,PET 492,PHY 101,PHY 102,RES 101,RES 103,RES 105,RES 107,RES 112,RUS 101,SES 492,SNT 101,SNT 102,SNT 103,SNT 104,SNT 105,SNT 106,SNT 107,SNT 108,SNT 111,SNT 112,SNT 113,SNT 114,SNT 116,SNT 123,SNT 211,SNT 226,SNT 227,STA 201,STA 202,STA 204,TEB 4319,TEB 492,TEL 111,TEL 212,TEL 232,TEL 242,TEL 252,TEL 311,TEL 313,TEL 331,TEL 332,TEL 341,TEL 342,TEL 351,TEL 352,TEL 362,TEL 411,TEL 412,TEL 413,TEL 414,TEL 416,TEL 419,TEL 423,TEL 424,TEL 428,TEL 430,TEL 432,TEL 434,TEL 441,TEL 477,TEL 492,TEL 519,TER 201,THO 492,TUR 101,TUR 102,UCK 448,UCK 492,UZB 492
Öğrenci Sınıf Listesi (1),-1.0,-1.0,-1.0,-1.0,4.949747468305833,2.8284271247461903,-1.0,-1.0,-1.0,5.656854249492381,-1.0,-1.0,3.117691453623979,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.598076211353316,-1.0,-1.0,-1.0,3.8971143170299736,3.4641016151377544,2.598076211353316,-1.0,5.196152422706632,-1.0,-1.0,2.0,3.4641016151377544,-1.0,4.676537180435969,2.7712812921102037,-1.0,3.031088913245535,3.117691453623979,-1.0,-1.0,-1.0,-1.0,1.5,-1.0,3.15,-1.0,1.7320508075688772,2.598076211353316,2.3382685902179845,-1.0,3.6373066958946416,3.4641016151377544,1.35,2.8284271247461903,-1.0,0.0,-1.0,0.0,0.0,0.0,3.5355339059327378,-1.0,5.656854249492381,-1.0,-1.0,-1.0,2.121320343559643,1.9091883092036785,1.7320508075688772,-1.0,2.8284271247461903,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.6373066958946416,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.4641016151377544,-1.0,6.06217782649107,-1.0,3.4641016151377544,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,3.4641016151377544,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,5.196152422706632,-1.0,4.0,4.330127018922193,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.196152422706632,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.196152422706632,-1.0,-1.0,-1.0,6.928203230275509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.06217782649107,-1.0,-1.0,-1.0,-1.0,-1.0,1.7320508075688772,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,6.06217782649107,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.4641016151377544,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.7320508075688772,8.94427190999916,8.94427190999916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,4.330127018922193,6.928203230275509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.196152422706632,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,2.598076211353316,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,5.091168824543143,5.656854249492381,-1.0,0.0,0.0
Öğrenci Sınıf Listesi (10),-1.0,-1.0,-1.0,-1.0,5.656854249492381,5.656854249492381,-1.0,-1.0,-1.0,1.8371173070873834,-1.0,6.235382907247958,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.928203230275509,-1.0,-1.0,-1.0,6.06217782649107,6.06217782649107,5.196152422706632,-1.0,5.196152422706632,-1.0,-1.0,-1.0,1.7320508075688772,-1.0,6.06217782649107,5.196152422706632,-1.0,4.330127018922193,6.928203230275509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,4.330127018922193,-1.0,4.330127018922193,-1.0,1.7320508075688772,5.196152422706632,-1.0,3.5355339059327378,-1.0,-1.0,-1.0,4.949747468305833,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.928203230275509,6.928203230275509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.235382907247958,3.0,6.06217782649107,4.0,-1.0,6.06217782649107,-1.0,7.2,6.06217782649107,4.0,2.5,-1.0,6.928203230275509,-1.0,6.928203230275509,3.4641016151377544,-1.0,-1.0,-1.0,-1.0,-1.0,4.330127018922193,-1.0,-1.0,4.330127018922193,6.928203230275509,6.928203230275509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.196152422706632,-1.0,-1.0,3.4641016151377544,-1.0,6.928203230275509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.928203230275509,-1.0,4.0,-1.0,-1.0,-1.0,6.928203230275509,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.06217782649107,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.06217782649107,-1.0,-1.0,-1.0,6.928203230275509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.928203230275509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.06217782649107,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.928203230275509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.928203230275509,8.94427190999916,8.94427190999916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,6.928203230275509,6.928203230275509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.06217782649107,6.928203230275509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.928203230275509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.06217782649107,-1.0,-1.0,-1.0,6.928203230275509,-1.0,-1.0,5.196152422706632,-1.0,4.330127018922193,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,5.196152422706632,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.949747468305833,5.656854249492381,-1.0,-1.0,-1.0
