Student_ID,AKM 204E,ALM 101,ALM 102,ALM 201,ALM 302,ATA 101,ATA 102,ATA 121,ATA 122,ATA 301,BEB 101,BEB 102,BEB 104,BEB 111,BEB 115,BIL 100E,BIL 101E,BIL 103E,BIL 104E,BIL 105E,BIL 106E,BIL 113E,BIO 492,BIO 492E,BLG 101E,BLG 102E,BLG 111E,BLG 112,BLG 112E,BLG 113E,BLG 202E,BLG 211,BLG 211E,BLG 212,BLG 212E,BLG 221,BLG 221E,BLG 222,BLG 222E,BLG 223E,BLG 231,BLG 231E,BLG 232E,BLG 233E,BLG 242,BLG 242E,BLG 252E,BLG 262,BLG 311,BLG 311E,BLG 312,BLG 312E,BLG 317E,BLG 322,BLG 322E,BLG 331,BLG 332,BLG 332E,BLG 335E,BLG 336E,BLG 337E,BLG 342,BLG 346E,BLG 351,BLG 351E,BLG 354E,BLG 361,BLG 361E,BLG 368,BLG 368E,BLG 372E,BLG 374E,BLG 381E,BLG 411E,BLG 412,BLG 412E,BLG 413E,BLG 430,BLG 430E,BLG 433,BLG 433E,BLG 434E,BLG 435E,BLG 436E,BLG 437E,BLG 438E,BLG 439,BLG 439E,BLG 440,BLG 440E,BLG 441,BLG 442E,BLG 443E,BLG 444E,BLG 447,BLG 448,BLG 448E,BLG 449,BLG 449E,BLG 450E,BLG 452,BLG 453E,BLG 454E,BLG 456E,BLG 458E,BLG 459E,BLG 460E,BLG 463E,BLG 468E,BLG 475E,BLG 477E,BLG 478E,BLG 4901,BLG 4901E,BLG 4902,BLG 4902E,BLG 492,BLG 492E,BLG 520E,CAB 492,CEV 492,CEV 492E,CHZ 492,CHZ 492E,DAN 101,DAN 102,DAN 301,DEN 492,DEN 492E,DNK 201,DNK 201E,ECN 101E,ECN 102E,ECN 104E,ECN 201E,ECN 202E,ECN 203E,ECN 205E,ECN 207E,ECN 208E,ECN 210E,ECN 212E,ECN 301E,ECN 302E,ECN 303E,ECN 305E,ECN 307E,ECN 308E,ECN 309E,ECN 311E,ECN 312E,ECN 314E,ECN 401E,ECN 402E,ECN 407E,ECN 410E,ECN 412E,ECN 413E,ECN 414E,ECN 415E,ECN 420E,ECN 432E,ECN 4902E,EEF 211E,EHB 101,EHB 101E,EHB 110E,EHB 111,EHB 111E,EHB 205,EHB 205E,EHB 206E,EHB 208,EHB 208E,EHB 211,EHB 211E,EHB 212,EHB 212E,EHB 221,EHB 221E,EHB 222,EHB 222E,EHB 231,EHB 231E,EHB 232,EHB 232E,EHB 235,EHB 235E,EHB 252,EHB 252E,EHB 262,EHB 262E,EHB 311,EHB 311E,EHB 312,EHB 312E,EHB 313,EHB 313E,EHB 315,EHB 315E,EHB 322,EHB 322E,EHB 324,EHB 324E,EHB 326E,EHB 328,EHB 328E,EHB 332,EHB 332E,EHB 334E,EHB 335,EHB 335E,EHB 351,EHB 351E,EHB 352,EHB 352E,EHB 362,EHB 362E,EHB 372,EHB 408E,EHB 412,EHB 412E,EHB 413E,EHB 415E,EHB 417E,EHB 418E,EHB 419,EHB 420,EHB 420E,EHB 422,EHB 424,EHB 425E,EHB 426E,EHB 428,EHB 429E,EHB 431E,EHB 432E,EHB 433,EHB 436,EHB 436E,EHB 437,EHB 438,EHB 440E,EHB 442E,EHB 451E,EHB 453E,EHB 454,EHB 456E,EHB 463,EHB 464E,EHB 465E,EHB 468,EHB 473,EHB 474E,EHB 481,EHB 481E,EHB 4901E,EHB 4902E,EHB 492,EHB 492E,EKO 201,EKO 201E,ELE 111,ELE 211,ELE 211E,ELE 221,ELE 222,ELE 222E,ELE 231,ELE 231E,ELE 232,ELE 242,ELE 262,ELE 311,ELE 312,ELE 321E,ELE 322,ELE 322E,ELE 331,ELE 332,ELE 335,ELE 341,ELE 342,ELE 412,ELE 413,ELE 414E,ELE 415,ELE 416E,ELE 417E,ELE 419,ELE 420,ELE 421,ELE 422,ELE 424,ELE 425,ELE 426E,ELE 428,ELE 430,ELE 431,ELE 432E,ELE 433,ELE 435,ELE 436,ELE 437,ELE 438,ELE 443,ELE 445,ELE 492,ELE 492E,ELE 512E,ELE 523E,ELE 525E,ELH 222,ELH 232,ELH 492,ELK 111E,ELK 211,ELK 214,ELK 214E,ELK 221E,ELK 224,ELK 226,ELK 234,ELK 311,ELK 312E,ELK 313E,ELK 322E,ELK 331,ELK 331E,ELK 336E,ELK 342,ELK 342E,ELK 343E,ELK 356E,ELK 361E,ELK 371E,ELK 411E,ELK 415E,ELK 418E,ELK 420E,ELK 421E,ELK 431E,ELK 453E,ELK 455E,ELK 458E,ELK 471E,ELK 472E,ELK 488E,ELK 492,ELK 492E,ELK 496E,END 111E,END 112E,END 122E,END 211E,END 213E,END 222E,END 232E,END 242E,END 252E,END 305E,END 308E,END 311E,END 312E,END 317E,END 321E,END 322E,END 331,END 331E,END 332E,END 337E,END 341E,END 342E,END 355E,END 374E,END 411E,END 421E,END 422E,END 424E,END 431E,END 432E,END 434E,END 441E,END 443E,END 445E,END 449,END 449E,END 454E,END 492,END 492E,ETK 101,ETK 101E,FIZ 101,FIZ 101E,FIZ 101EL,FIZ 101L,FIZ 102,FIZ 102E,FIZ 102EL,FIZ 102L,FIZ 106,FIZ 106E,FIZ 106EL,FIZ 106L,FIZ 201,FIZ 201E,FIZ 492,FIZ 492E,FRA 101,FRA 102,FRA 201,FRA 302,GED 101,GED 103,GED 301,GED 302,GEM 492,GEM 492E,GID 112E,GID 492,GID 492E,GMI 492,GUV 391E,GUV 492,HUK 201,HUK 203E,HUK 211,HUK 212,HUK 213,HUK 214,HUK 217,IML 111,IML 312,IML 320,IML 322,IML 326E,IML 337,IML 338,IML 401,IML 402,IML 405,IML 438E,IML 492,IML 492E,ING 101,ING 101R,ING 101S,ING 102,ING 103A,ING 103AD,ING 103B,ING 103C,ING 103F,ING 103G,ING 103I,ING 103N,ING 103O,ING 112,ING 201,INS 106,INS 201,INS 228,INS 252,INS 317E,INS 323,INS 331E,INS 332E,INS 336,INS 338,INS 341E,INS 342,INS 344E,INS 351E,INS 352E,INS 360,INS 407,INS 409,INS 425E,INS 430E,INS 433E,INS 441,INS 454,INS 462E,INS 464E,INS 492,INS 492E,ISE 100,ISE 101,ISE 102,ISE 103,ISE 301,ISE 302,ISE 303,ISE 304,ISE 305,ISE 306,ISE 307,ISE 308,ISE 309,ISE 312,ISE 313,ISE 315,ISE 316,ISE 333,ISH 202E,ISH 303E,ISL 111E,ISL 114E,ISL 213E,ISL 214E,ISL 223E,ISL 224E,ISL 232,ISL 233E,ISL 234E,ISL 244E,ISL 323E,ISL 333E,ISL 343E,ISL 344E,ISL 353E,ISL 360E,ISL 363E,ISL 364,ISL 374E,ISL 384E,ISL 432E,ISL 433,ISL 435E,ISL 439E,ISL 443E,ISL 453E,ISL 478E,ISL 4901E,ISL 4902E,ISL 492,ISL 492E,ISP 101,ISP 102,ISP 201,ISP 202,ISP 301,ITB 020,ITB 020E,ITB 037E,ITB 078,ITB 087,ITB 094E,ITB 171E,ITB 201E,ITB 202,ITB 202E,ITB 203,ITB 203E,ITB 204,ITB 205E,ITB 206E,ITB 207,ITB 207E,ITB 208E,ITB 209,ITB 211,ITB 212,ITB 212E,ITB 213E,ITB 216,ITB 217,ITB 217E,ITB 218,ITB 219E,ITB 222,ITB 222E,ITB 224E,ITB 227E,ITB 233E,ITB 74C,JDF 492,JDF 492E,JEF 111E,JEF 492,JEF 492E,JEO 492,JEO 492E,JPN 101,JPN 102,JPN 201,KIM 101,KIM 101E,KIM 101EL,KIM 101L,KIM 104,KIM 104L,KIM 202,KIM 204,KIM 492,KIM 492E,KMM 112,KMM 492,KMM 492E,KMP 492,KOM 505,KOM 507E,KON 101,KON 110E,KON 111,KON 201E,KON 214,KON 214E,KON 216,KON 218,KON 224,KON 224E,KON 305E,KON 306,KON 309E,KON 313,KON 313E,KON 314,KON 315,KON 315E,KON 316,KON 317,KON 317E,KON 318E,KON 322,KON 324E,KON 326,KON 405E,KON 407E,KON 409E,KON 411,KON 411E,KON 412E,KON 413,KON 415,KON 417,KON 419E,KON 421,KON 422,KON 423,KON 424,KON 425E,KON 426E,KON 428,KON 435E,KON 436E,KON 4901E,KON 4902E,KON 492,KON 492E,MAD 492,MAD 492E,MAK 200,MAK 214E,MAK 218,MAK 312,MAK 315,MAK 333,MAK 333E,MAK 372E,MAK 4018E,MAK 4032,MAK 4034,MAK 4068,MAK 492,MAK 492E,MAL 201,MAL 201E,MAT 101E,MAT 102,MAT 102E,MAT 103,MAT 103E,MAT 104,MAT 104E,MAT 111,MAT 111E,MAT 112,MAT 112E,MAT 121,MAT 122,MAT 141,MAT 141E,MAT 142,MAT 142E,MAT 175,MAT 175E,MAT 201,MAT 201E,MAT 202,MAT 202E,MAT 205,MAT 205E,MAT 210,MAT 210E,MAT 211,MAT 212,MAT 213E,MAT 214E,MAT 221,MAT 221E,MAT 232,MAT 232E,MAT 242,MAT 242E,MAT 261,MAT 261E,MAT 271,MAT 271E,MAT 281,MAT 281E,MAT 301E,MAT 322E,MAT 331,MAT 331E,MAT 332,MAT 332E,MAT 335E,MAT 337E,MAT 339E,MAT 341E,MAT 342E,MAT 355,MAT 355E,MAT 413E,MAT 418E,MAT 423E,MAT 448E,MAT 458E,MAT 485E,MAT 492,MAT 492E,MAT 497E,MEK 205E,MEK 207,MEN 402,MIM 112,MRE 492,MRT 492,MTH 101,MTH 102,MTH 111,MTH 112,MTH 301,MTH 401E,MTO 492,MTO 492E,MUH 211,MUH 211E,MUH 212E,MUH 311,MUH 311E,MUH 312,MUH 312E,MUH 321,MUH 321E,MUH 334E,MUH 433E,MUH 453E,MUK 201,MUK 201E,MUK 202E,MUK 205,MUT 492,MUZ 492,PET 492,PET 492E,PHY 101,PHY 102,RES 101E,RES 103,RES 105,RES 107E,RES 112E,RUS 101,SES 492,SNT 101,SNT 102,SNT 102E,SNT 103E,SNT 104,SNT 104E,SNT 105,SNT 105E,SNT 106E,SNT 107,SNT 108,SNT 111,SNT 112,SNT 113,SNT 114E,SNT 116E,SNT 123E,SNT 211,SNT 211E,SNT 226E,SNT 227E,STA 201,STA 202,STA 204,STA 204E,TEB 4319,TEB 492,TEL 111,TEL 212,TEL 232,TEL 242,TEL 252,TEL 252E,TEL 311,TEL 311E,TEL 313,TEL 313E,TEL 331,TEL 331E,TEL 332,TEL 341,TEL 341E,TEL 342,TEL 351,TEL 352,TEL 352E,TEL 362,TEL 411E,TEL 412,TEL 413,TEL 414,TEL 416,TEL 419,TEL 423,TEL 424E,TEL 428E,TEL 430,TEL 432E,TEL 434E,TEL 441,TEL 477,TEL 492,TEL 492E,TEL 519E,TER 201,THO 492,TUR 101,TUR 102,TUR 111,TUR 112,TUR 122,UCK 448,UCK 492,UCK 492E,ULP 101,ULP 102,UZB 492,UZB 492E
Öğrenci Sınıf Listesi (1),-1.0,-1.0,-1.0,-1.0,-1.0,3.5,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,2.0,-1.0,1.5,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,3.0,-1.0,2.0,-1.0,-1.0,2.5,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,-1.0,3.5,-1.0,-1.0,1.0,-1.0,1.5,-1.0,1.5,-1.0,3.0,2.0,1.5,-1.0,2.5,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.5,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,1.5,1.5,1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,3.5,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,3.0,-1.0,-1.0,4.0,-1.0,2.5,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0
Öğrenci Sınıf Listesi (10),-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,3.5,-1.0,3.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,3.5,-1.0,3.0,-1.0,-1.0,2.5,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,2.5,-1.0,1.0,3.0,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,3.0,3.5,-1.0,4.0,-1.0,-1.0,3.5,-1.0,-1.0,4.0,3.5,4.0,2.5,-1.0,4.0,-1.0,-1.0,4.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,2.5,4.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,2.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,4.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,4.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
