Student_ID,AKM 205,ALM 101,ALM 102,ALM 201,ALM 202,ALM 301,ALM 302,ALM 401,ARB 101,ATA 101,ATA 102,ATA 121,ATA 122,BBF 101,BBF 102,BBL 514,BEB 101,BEB 102,BEB 104,BEB 106,BEB 111,BEB 116,BEN 107,BGK 519,BIL 100,BIL 101,BIL 103,BIL 104,BIL 105,BIL 106,BIL 108,BIL 110,BIL 113,BIO 105,BIO 492,BLG 101,BLG 102,BLG 111,BLG 112,BLG 113,BLG 202,BLG 210,BLG 212,BLG 221,BLG 222,BLG 223,BLG 231,BLG 233,BLG 242,BLG 252,BLG 311,BLG 312,BLG 317,BLG 322,BLG 331,BLG 335,BLG 336,BLG 337,BLG 345,BLG 346,BLG 348,BLG 351,BLG 354,BLG 361,BLG 368,BLG 372,BLG 374,BLG 381,BLG 411,BLG 412,BLG 413,BLG 430,BLG 433,BLG 435,BLG 438,BLG 439,BLG 440,BLG 442,BLG 443,BLG 444,BLG 447,BLG 448,BLG 449,BLG 450,BLG 452,BLG 453,BLG 454,BLG 456,BLG 458,BLG 459,BLG 460,BLG 463,BLG 468,BLG 475,BLG 477,BLG 478,BLG 4901,BLG 4902,BLG 492,BLG 501,BLG 505,BLG 506,BLG 507,BLG 510,BLG 514,BLG 517,BLG 520,BLG 521,BLG 527,BLG 549,BLG 553,BLG 561,BLG 562,BLG 564,BLU 537,BVA 508,CAB 179,CAB 492,CEV 113,CHZ 492,CIN 101,CIN 102,DAN 101,DAN 301,DEN 111,DEN 492,DFH 102,DFH 121,DFH 121EL,DNK 201,DUI 101,DUI 102,DUI 111,DUI 112,ECN 101,ECN 102,ECN 201,ECN 202,ECN 205,ECN 208,ECN 210,ECN 212,ECN 301,ECN 302,ECN 303,ECN 305,ECN 307,ECN 309,ECN 311,ECN 312,ECN 314,ECN 412,ECN 414,ECN 431,ECN 492,EEF 211,EEF 281,EHB 101,EHB 111,EHB 211,EHB 212,EHB 221,EHB 222,EHB 231,EHB 232,EHB 252,EHB 262,EHB 311,EHB 313,EHB 315,EHB 322,EHB 324,EHB 351,EHB 352,EHB 362,EHB 372,EHB 425,EHB 426,EHB 445,EHB 474,EHB 492,EKO 201,ELE 222,ELE 322,ELE 492,ELK 111,ELK 214,ELK 331,ELK 336,ELK 342,ELK 492,END 112,END 113,END 122,END 201,END 211,END 213,END 222,END 232,END 242,END 305,END 308,END 311,END 312,END 322,END 331,END 332,END 337,END 341,END 355,END 382,END 411,END 412,END 421,END 422,END 431,END 432,END 4901,END 4902,END 492,ETK 101,FIZ 101,FIZ 101EL,FIZ 102,FIZ 102EL,FIZ 106,FIZ 106EL,FIZ 201,FIZ 311,FIZ 321,FIZ 433,FIZ 492,FIZ 494,FRA 101,FRA 102,FRA 201,FRA 202,FRA 302,GAM 503,GAM 519,GED 101,GED 103,GED 301,GED 302,GEM 492,GID 492,GMI 392,GMI 492,GUV 492,HUK 201,HUK 203,HUK 211,HUK 212,HUK 213,HUK 214,HUK 215,HUK 217,HUK 218,IML 401,IML 492,ING 100,ING 101,ING 102,ING 103A,ING 103B,ING 103C,ING 103CO,ING 103ES,ING 103G,ING 103H,ING 103I,ING 103N,ING 103O,ING 103SC,ING 112,ING 112A,ING 201,ING 201A,INS 492,ISE 100,ISE 101,ISE 102,ISE 103,ISE 302,ISE 303,ISE 304,ISE 305,ISE 306,ISE 307,ISE 308,ISE 309,ISE 312,ISE 313,ISE 315,ISE 316,ISE 333,ISL 111,ISL 114,ISL 213,ISL 214,ISL 223,ISL 224,ISL 233,ISL 234,ISL 244,ISL 323,ISL 333,ISL 344,ISL 353,ISL 354,ISL 360,ISL 363,ISL 364,ISL 374,ISL 384,ISL 443,ISL 452,ISL 453,ISL 460,ISL 465,ISL 478,ISL 4901,ISL 4902,ISL 492,ISP 101,ISP 102,ISP 201,ISP 202,ISP 301,ISP 302,ITA 101,ITA 102,ITA 201,ITA 202,ITB 020,ITB 037,ITB 087,ITB 094,ITB 171,ITB 202,ITB 203,ITB 204,ITB 205,ITB 206,ITB 207,ITB 208,ITB 209,ITB 213,ITB 214,ITB 215,ITB 217,ITB 218,ITB 219,ITB 220,ITB 221,ITB 222,ITB 224,ITB 227,ITB 228,ITB 230,ITB 233,ITB 234,JDF 112,JDF 122,JDF 132,JDF 182,JDF 492,JEF 492,JEO 492,JPN 101,JPN 102,JPN 201,JPN 202,KIM 101,KIM 101EL,KIM 101L,KIM 104,KIM 104EL,KIM 111,KIM 111EL,KIM 111L,KIM 112,KIM 112EL,KIM 112L,KIM 204,KIM 205,KIM 252,KIM 492,KMM 112,KMM 492,KON 101,KON 110,KON 111,KON 214,KON 216,KON 218,KON 224,KON 306,KON 313,KON 314,KON 315,KON 317,KON 318,KON 322,KON 325,KON 326,KON 403,KON 409,KON 411,KON 413,KON 417,KON 419,KON 428,KON 492,MAD 492,MAK 200,MAK 4019,MAK 492,MAL 201,MAT 101,MAT 102,MAT 103,MAT 104,MAT 106,MAT 111,MAT 112,MAT 115,MAT 116,MAT 117,MAT 141,MAT 142,MAT 175,MAT 187,MAT 188,MAT 201,MAT 202,MAT 210,MAT 214,MAT 234,MAT 261,MAT 271,MAT 272,MAT 281,MAT 287,MAT 288,MAT 322,MAT 324,MAT 331,MAT 335,MAT 337,MAT 339,MAT 341,MAT 342,MAT 345,MAT 355,MAT 418,MAT 420,MAT 448,MAT 485,MAT 4901,MAT 4902,MAT 492,MAT 497,MEN 402,MET 492,MHY 524,MIM 431,MRT 492,MTH 101,MTH 102,MTH 111,MTH 112,MTH 301,MTM 211,MTM 341,MTO 111,MTO 112,MTO 492,MTR 101,MTR 492,MTS 502,MUH 302,MUH 321,MUH 324,MUH 335,MUH 453,MUK 203,MUK 204,MUT 492,MUZ 492,PET 492,PHY 101,PHY 102,PHY 126,PHY 126L,RES 101,RES 103,RES 107,RES 108,RES 111,RUS 101,RUS 102,RUS 201,SBP 111,SBP 112,SBP 113,SBP 115,SBP 131,SBP 241,SNT 101,SNT 102,SNT 103,SNT 104,SNT 105,SNT 106,SNT 107,SNT 108,SNT 109,SNT 111,SNT 112,SNT 113,SNT 114,SNT 115,SNT 116,SNT 119,SNT 121,SNT 123,SNT 211,SNT 212,SNT 214,SNT 215,SNT 226,SNT 227,STA 201,STA 202,STA 204,TEB 492,TEK 111,TEK 112,TEK 114,TEL 492,THO 115,THO 116,THO 492,TUR 101,TUR 102,TUR 121,TUR 122,UCK 212,UCK 322,UCK 492,ULP 101,ULP 102,UUM 526,UZB 492,YZV 101,YZV 102,YZV 103,YZV 104,YZV 201,YZV 202,YZV 211,YZV 212,YZV 231,YZV 302,YZV 303,YZV 311,YZV 312,YZV 321,YZV 322,YZV 401,YZV 403,YZV 405,YZV 406,YZV 411,YZV 413,YZV 415,YZV 416,YZV 425,YZV 435,YZV 445,YZV 447,YZV 475,YZV 4901,YZV 4902,YZV 495
Öğrenci Sınıf Listesi,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.656854249492381,5.656854249492381,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.7320508075688772,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,3.0,5.0,2.598076211353316,-1.0,3.4641016151377544,1.7320508075688772,6.06217782649107,4.330127018922193,3.4641016151377544,4.330127018922193,-1.0,-1.0,4.0,5.196152422706632,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,4.330127018922193,2.598076211353316,4.330127018922193,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.656854249492381,4.949747468305833,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Öğrenci Sınıf Listesi (1),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.949747468305833,5.656854249492381,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.928203230275509,-1.0,6.06217782649107,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,0.0,2.8,-1.0,3.4641016151377544,-1.0,4.330127018922193,4.330127018922193,4.330127018922193,4.330127018922193,-1.0,5.196152422706632,5.196152422706632,-1.0,4.0,1.7320508075688772,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.598076211353316,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,2.0,3.4641016151377544,3.4641016151377544,3.8971143170299736,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.3,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.242640687119286,4.949747468305833,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Öğrenci Sınıf Listesi (10),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.949747468305833,6.0,-1.0,4.330127018922193,4.898979485566356,6.06217782649107,-1.0,3.8971143170299736,-1.0,1.5588457268119895,6.547900426854397,4.676537180435969,-1.0,4.0,5.196152422706632,5.455960043841963,6.928203230275509,6.06217782649107,2.598076211353316,-1.0,5.196152422706632,6.928203230275509,4.330127018922193,-1.0,-1.0,-1.0,3.25,3.031088913245535,-1.0,6.06217782649107,-1.0,4.0,-1.0,4.330127018922193,-1.0,-1.0,-1.0,4.949747468305833,-1.0,-1.0,-1.0,-1.0,6.928203230275509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.656854249492381,3.5355339059327378,-1.0,-1.0,-1.0,-1.0,5.656854249492381,6.928203230275509,8.94427190999916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.4641016151377544,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.7320508075688772,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,4.763139720814412,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.06217782649107,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.330127018922193,4.0,1.7320508075688772,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.949747468305833,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.928203230275509,-1.0,6.06217782649107,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.629165124598851,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.4641016151377544,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,6.928203230275509,-1.0,6.06217782649107,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.928203230275509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.656854249492381,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
